"ANNEX1_NCBI_TAXID","ANNEX1_NCBI_NAMES","NCBI_GENUS_SUB_TAXID","NCBI_GENUS_SUB_NAMES"
2706,"Citrus",2708,"Citrus limon"
2706,"Citrus",2709,"Citrus cavaleriei"
2706,"Citrus",2711,"Citrus sinensis"
2706,"Citrus",37334,"Citrus maxima"
2706,"Citrus",37656,"Citrus x paradisi"
2706,"Citrus",37690,"Citrus trifoliata"
2706,"Citrus",43166,"Citrus aurantium"
2706,"Citrus",55188,"Citrus unshiu"
2706,"Citrus",64884,"Citrus jambhiri"
2706,"Citrus",76963,"Citrus glauca"
2706,"Citrus",76966,"Citrus japonica"
2706,"Citrus",79217,"Citrus iyo"
2706,"Citrus",85571,"Citrus reticulata"
2706,"Citrus",85681,"Citrus clementina"
2706,"Citrus",93374,"Citrus clementina x Citrus reticulata"
2706,"Citrus",105581,"Citrus sinensis x Citrus trifoliata"
2706,"Citrus",109792,"Citrus natsudaidai"
2706,"Citrus",135197,"Citrus junos"
2706,"Citrus",136400,"Citrus sinensis x Citrus reticulata"
2706,"Citrus",159033,"Citrus aurantiifolia"
2706,"Citrus",159041,"Citrus hindsii"
2706,"Citrus",164113,"Citrus x microcarpa"
2706,"Citrus",170988,"Citrus latipes"
2706,"Citrus",170989,"Citrus hystrix"
2706,"Citrus",171249,"Citrus limonia"
2706,"Citrus",171250,"Citrus hybrid cultivar"
2706,"Citrus",171251,"Citrus medica"
2706,"Citrus",171252,"Citrus reshni"
2706,"Citrus",171253,"Citrus limonimedica"
2706,"Citrus",171254,"Citrus volkameriana"
2706,"Citrus",197943,"Citrus cv. Murcott x Citrus aurantium"
2706,"Citrus",200541,"Citrus latifolia"
2706,"Citrus",200542,"Citrus limettioides"
2706,"Citrus",200544,"Citrus tachibana"
2706,"Citrus",206422,"Citrus maxima x Citrus trifoliata"
2706,"Citrus",229629,"unclassified Citrus"
2706,"Citrus",229630,"Citrus x tangelo"
2706,"Citrus",231466,"Citrus swinglei"
2706,"Citrus",231467,"Citrus garrawayi"
2706,"Citrus",237567,"Citrus benikoji"
2706,"Citrus",237568,"Citrus erythrosa"
2706,"Citrus",237569,"Citrus leiocarpa"
2706,"Citrus",237570,"Citrus nippokoreana"
2706,"Citrus",237571,"Citrus platymamma"
2706,"Citrus",237572,"Citrus pseudogulgul"
2706,"Citrus",237573,"Citrus sulcata"
2706,"Citrus",237574,"Citrus sunki"
2706,"Citrus",237575,"Citrus tangerina"
2706,"Citrus",290854,"Citrus meyeri"
2706,"Citrus",307630,"Citrus macrophylla"
2706,"Citrus",307631,"Citrus clementina x Citrus tangerina"
2706,"Citrus",309804,"Citrus x paradisi x Citrus trifoliata"
2706,"Citrus",322160,"Citrus reticulata x Citrus temple"
2706,"Citrus",341930,"Citrus celebica"
2706,"Citrus",341931,"Citrus indica"
2706,"Citrus",341932,"Citrus macroptera"
2706,"Citrus",341933,"Citrus micrantha"
2706,"Citrus",341934,"Citrus australis"
2706,"Citrus",341935,"Citrus x paradisi x Citrus sinensis"
2706,"Citrus",341936,"Citrus southwickii"
2706,"Citrus",349445,"Citrus mangshanensis"
2706,"Citrus",380129,"Citrus bergamia"
2706,"Citrus",408488,"Citrus kinokuni"
2706,"Citrus",414734,"Citrus karna"
2706,"Citrus",414735,"Citrus limetta"
2706,"Citrus",414736,"Citrus megaloxycarpa"
2706,"Citrus",416191,"Citrus gracilis"
2706,"Citrus",416192,"Citrus halimii"
2706,"Citrus",416194,"Citrus myrtifolia"
2706,"Citrus",416195,"Citrus obovoidea"
2706,"Citrus",416196,"Citrus australasica"
2706,"Citrus",416197,"Citrus inodora"
2706,"Citrus",416198,"Citrus wintersii"
2706,"Citrus",416199,"Citrus warburgiana"
2706,"Citrus",418149,"Citrus maxima x Citrus medica"
2706,"Citrus",475932,"Citrus wilsonii"
2706,"Citrus",476923,"Citrus pseudolimon"
2706,"Citrus",481546,"Citrus amblycarpa"
2706,"Citrus",481547,"Citrus hanaju"
2706,"Citrus",481548,"Citrus longispina"
2706,"Citrus",481549,"Citrus nobilis"
2706,"Citrus",481550,"Citrus webberi"
2706,"Citrus",488171,"Citrus hassaku"
2706,"Citrus",488172,"Citrus tamurana"
2706,"Citrus",496653,"Citrus hongheensis"
2706,"Citrus",496654,"Citrus macrosperma"
2706,"Citrus",552470,"Citrus nobilis x Citrus kinokuni"
2706,"Citrus",558540,"Citrus reticulata x Citrus unshiu"
2706,"Citrus",558543,"Citrus montana"
2706,"Citrus",558544,"Citrus neoaurantium"
2706,"Citrus",558546,"Citrus sudachi"
2706,"Citrus",558547,"Citrus deliciosa"
2706,"Citrus",558548,"Citrus tumida"
2706,"Citrus",650012,"Citrus sphaerocarpa"
2706,"Citrus",662765,"Citrus maxima x Citrus paradisi"
2706,"Citrus",679626,"Citrus limon x Citrus reticulata"
2706,"Citrus",697036,"Citrus depressa"
2706,"Citrus",713889,"Citrus sunki x Citrus trifoloata"
2706,"Citrus",941396,"Citrus reticulata x Citrus trifoliata"
2706,"Citrus",1008978,"Citrus suhuiensis"
2706,"Citrus",1008979,"Citrus genshokan"
2706,"Citrus",1008980,"Citrus tankan"
2706,"Citrus",1008981,"Citrus yatsushiro"
2706,"Citrus",1008982,"Citrus tarogayo"
2706,"Citrus",1008983,"Citrus keraji"
2706,"Citrus",1008984,"Citrus oto"
2706,"Citrus",1056106,"Citrus aurantiifolia x Citrus reticulata"
2706,"Citrus",1084239,"Citrus reticulata x Citrus sinensis"
2706,"Citrus",1210921,"Citrus neocaledonica"
2706,"Citrus",1262121,"Citrus takuma-sudachi"
2706,"Citrus",1262122,"Citrus kizu"
2706,"Citrus",1262123,"Citrus yuko"
2706,"Citrus",1262124,"Citrus inflata"
2706,"Citrus",1262125,"Citrus canaliculata"
2706,"Citrus",1263156,"Citrus nanseiensis"
2706,"Citrus",1263157,"Citrus acidoglobosa"
2706,"Citrus",1263158,"Citrus jabara"
2706,"Citrus",1263159,"Citrus yuzukichi"
2706,"Citrus",1450747,"Citrus suavissima"
2706,"Citrus",1540336,"Citrus assamensis"
2706,"Citrus",1603710,"Citrus madurensis"
2706,"Citrus",1684197,"Citrus daoxianensis"
2706,"Citrus",1766678,"Citrus excelsa"
2706,"Citrus",1868278,"(Citrus unshiu x Citrus sinensis) x Citrus reticulata"
2706,"Citrus",1928916,"Citrus clementina x Citrus x tangelo"
2706,"Citrus",2045455,"Citrus glauca x Citrus sinensis"
2706,"Citrus",2116460,"Citrus aurantiifolia x Citrus japonica var. margarita"
2706,"Citrus",2211363,"Citrus unshiu x Citrus sinensis"
2706,"Citrus",2529357,"Citrus maxima x (Citrus limonia x Citrus maxima)"
2706,"Citrus",2604426,"Citrus x polytrifolia"
2706,"Citrus",2676863,"Citrus polytrifolia"
2706,"Citrus",2749025,"Citrus unshiu x Citrus hassaku"
2706,"Citrus",2795131,"Citrus x insitorum"
2706,"Citrus",2834820,"Citrus keraji x Citrus depressa"
2706,"Citrus",2834821,"Citrus maxima x Citrus depressa"
2706,"Citrus",2834822,"Citrus reticulata x Citrus sp. CS-2021"
2706,"Citrus",2834875,"Citrus x rokugatsu"
2708,"Citrus limon",1430428,"Citrus limon var. pompia"
2711,"Citrus sinensis",558545,"Citrus sinensis var. brasiliensis"
3550,"Atriplex",3551,"Atriplex patula"
3550,"Atriplex",3552,"Atriplex rosea"
3550,"Atriplex",3553,"Atriplex nummularia"
3550,"Atriplex",34272,"Atriplex hortensis"
3550,"Atriplex",35922,"Atriplex canescens"
3550,"Atriplex",46090,"Atriplex calotheca"
3550,"Atriplex",55308,"Atriplex garrettii"
3550,"Atriplex",89475,"Atriplex lentiformis"
3550,"Atriplex",118074,"Atriplex gmelinii"
3550,"Atriplex",151219,"Atriplex spongiosa"
3550,"Atriplex",190330,"Atriplex prostrata"
3550,"Atriplex",192999,"Atriplex centralasiatica"
3550,"Atriplex",222565,"Atriplex dimorphostegia"
3550,"Atriplex",240027,"Atriplex coriacea"
3550,"Atriplex",240028,"Atriplex halimus"
3550,"Atriplex",240029,"Atriplex undulata"
3550,"Atriplex",270128,"Atriplex truncata"
3550,"Atriplex",279014,"Atriplex codonocarpa"
3550,"Atriplex",282323,"Atriplex cana"
3550,"Atriplex",310496,"Atriplex glauca"
3550,"Atriplex",325519,"Atriplex laciniata"
3550,"Atriplex",325520,"Atriplex tatarica"
3550,"Atriplex",407265,"Atriplex patens"
3550,"Atriplex",417608,"Atriplex amnicola"
3550,"Atriplex",417609,"Atriplex semibaccata"
3550,"Atriplex",421933,"Atriplex micrantha"
3550,"Atriplex",434241,"Atriplex nitens"
3550,"Atriplex",471188,"Atriplex rhagodioides"
3550,"Atriplex",490641,"Atriplex australasica"
3550,"Atriplex",490642,"Atriplex billardierei"
3550,"Atriplex",490643,"Atriplex buchananii"
3550,"Atriplex",543010,"Atriplex littoralis"
3550,"Atriplex",545657,"Atriplex cinerea"
3550,"Atriplex",545658,"Atriplex hollowayi"
3550,"Atriplex",595354,"Atriplex torreyi"
3550,"Atriplex",671520,"Atriplex suberecta"
3550,"Atriplex",880636,"Atriplex acanthocarpa"
3550,"Atriplex",880637,"Atriplex acutibractea"
3550,"Atriplex",880638,"Atriplex altaica"
3550,"Atriplex",880639,"Atriplex angulata"
3550,"Atriplex",880640,"Atriplex aucheri"
3550,"Atriplex",880641,"Atriplex belangeri"
3550,"Atriplex",880643,"Atriplex confertifolia"
3550,"Atriplex",880644,"Atriplex cordubensis"
3550,"Atriplex",880645,"Atriplex crassifolia"
3550,"Atriplex",880646,"Atriplex davisii"
3550,"Atriplex",880647,"Atriplex deserticola"
3550,"Atriplex",880648,"Atriplex eardleyae"
3550,"Atriplex",880649,"Atriplex elachophylla"
3550,"Atriplex",880650,"Atriplex fissivalvis"
3550,"Atriplex",880651,"Atriplex flabellum"
3550,"Atriplex",880652,"Atriplex gardneri"
3550,"Atriplex",880653,"Atriplex glabriuscula"
3550,"Atriplex",880654,"Atriplex herzogii"
3550,"Atriplex",880655,"Atriplex holocarpa"
3550,"Atriplex",880656,"Atriplex hymenelytra"
3550,"Atriplex",880657,"Atriplex hymenotheca"
3550,"Atriplex",880658,"Atriplex imbricata"
3550,"Atriplex",880659,"Atriplex inamoena"
3550,"Atriplex",880660,"Atriplex intermedia"
3550,"Atriplex",880661,"Atriplex intracontinentalis"
3550,"Atriplex",880662,"Atriplex isatidea"
3550,"Atriplex",880663,"Atriplex laevis"
3550,"Atriplex",880664,"Atriplex lampa"
3550,"Atriplex",880665,"Atriplex latifolia"
3550,"Atriplex",880666,"Atriplex lehmanniana"
3550,"Atriplex",880667,"Atriplex leptocarpa"
3550,"Atriplex",880668,"Atriplex leucoclada"
3550,"Atriplex",880669,"Atriplex leucophylla"
3550,"Atriplex",880670,"Atriplex lindleyi"
3550,"Atriplex",880671,"Atriplex moneta"
3550,"Atriplex",880672,"Atriplex muelleri"
3550,"Atriplex",880673,"Atriplex myriophylla"
3550,"Atriplex",880674,"Atriplex nessorhina"
3550,"Atriplex",880675,"Atriplex nudicaulis"
3550,"Atriplex",880676,"Atriplex oblongifolia"
3550,"Atriplex",880677,"Atriplex obovata"
3550,"Atriplex",880678,"Atriplex pamirica"
3550,"Atriplex",880679,"Atriplex parishii"
3550,"Atriplex",880680,"Atriplex parryi"
3550,"Atriplex",880681,"Atriplex parvifolia"
3550,"Atriplex",880682,"Atriplex patagonica"
3550,"Atriplex",880683,"Atriplex phyllostegia"
3550,"Atriplex",880684,"Atriplex polycarpa"
3550,"Atriplex",880685,"Atriplex powellii"
3550,"Atriplex",880686,"Atriplex pseudocampanulata"
3550,"Atriplex",880687,"Atriplex quinii"
3550,"Atriplex",880688,"Atriplex recurva"
3550,"Atriplex",880689,"Atriplex rusbyi"
3550,"Atriplex",880690,"Atriplex sagittata"
3550,"Atriplex",880691,"Atriplex schugnanica"
3550,"Atriplex",880692,"Atriplex semilunaris"
3550,"Atriplex",880693,"Atriplex serenana"
3550,"Atriplex",880694,"Atriplex sibirica"
3550,"Atriplex",880696,"Atriplex sphaeromorpha"
3550,"Atriplex",880697,"Atriplex spinibractea"
3550,"Atriplex",880698,"Atriplex stipitata"
3550,"Atriplex",880699,"Atriplex sturtii"
3550,"Atriplex",880700,"Atriplex turbinata"
3550,"Atriplex",880701,"Atriplex velutinella"
3550,"Atriplex",880702,"Atriplex vesicaria"
3550,"Atriplex",880708,"Atriplex lanfrancoi"
3550,"Atriplex",912160,"Atriplex peruviana"
3550,"Atriplex",912162,"Atriplex watsonii"
3550,"Atriplex",1155253,"Atriplex longipes"
3550,"Atriplex",1675671,"Atriplex heterosperma"
3550,"Atriplex",1734436,"Atriplex praecox"
3550,"Atriplex",1885363,"Atriplex pratovii"
3550,"Atriplex",1891457,"Atriplex lapponica"
3550,"Atriplex",1918717,"Atriplex prostrata x Atriplex rosea"
3550,"Atriplex",1981210,"Atriplex argentea"
3550,"Atriplex",2038179,"Atriplex prosopidum"
3550,"Atriplex",2039739,"Atriplex maximowicziana"
3550,"Atriplex",2070768,"Atriplex farinosa"
3550,"Atriplex",2071404,"Atriplex dioica"
3550,"Atriplex",2220006,"Atriplex ameghinoi"
3550,"Atriplex",2220007,"Atriplex argentina"
3550,"Atriplex",2220008,"Atriplex asplundii"
3550,"Atriplex",2220009,"Atriplex atacamensis"
3550,"Atriplex",2220010,"Atriplex boecheri"
3550,"Atriplex",2220011,"Atriplex braunii"
3550,"Atriplex",2220012,"Atriplex chapinii"
3550,"Atriplex",2220013,"Atriplex chilensis"
3550,"Atriplex",2220014,"Atriplex chizae"
3550,"Atriplex",2220015,"Atriplex clivicola"
3550,"Atriplex",2220016,"Atriplex coquimbana"
3550,"Atriplex",2220017,"Atriplex crenatifolia"
3550,"Atriplex",2220018,"Atriplex frigida"
3550,"Atriplex",2220019,"Atriplex hystrix"
3550,"Atriplex",2220020,"Atriplex lithophila"
3550,"Atriplex",2220021,"Atriplex montevidensis"
3550,"Atriplex",2220022,"Atriplex nitrophiloides"
3550,"Atriplex",2220023,"Atriplex oestophora"
3550,"Atriplex",2220024,"Atriplex pamparum"
3550,"Atriplex",2220025,"Atriplex pentandra"
3550,"Atriplex",2220026,"Atriplex philippii"
3550,"Atriplex",2220027,"Atriplex quixadensis"
3550,"Atriplex",2220028,"Atriplex repanda"
3550,"Atriplex",2220029,"Atriplex rotundifolia"
3550,"Atriplex",2220030,"Atriplex sagittifolia"
3550,"Atriplex",2220031,"Atriplex sorianoi"
3550,"Atriplex",2220032,"Atriplex spegazzinii"
3550,"Atriplex",2220033,"Atriplex taltalensis"
3550,"Atriplex",2220067,"Atriplex vulgatissima"
3550,"Atriplex",2511891,"Atriplex costellata"
3550,"Atriplex",2511892,"Atriplex leuca"
3550,"Atriplex",2511893,"Atriplex oreophila"
3550,"Atriplex",2511894,"Atriplex vallenarensis"
3550,"Atriplex",2528881,"Atriplex bunburyana"
3550,"Atriplex",2528882,"Atriplex flabelliformis"
3550,"Atriplex",2569972,"Atriplex mollis"
3550,"Atriplex",2588365,"Atriplex glaucescens"
3550,"Atriplex",2588366,"Atriplex madariagae"
3550,"Atriplex",2593679,"Atriplex vestita"
3550,"Atriplex",2647566,"unclassified Atriplex"
3550,"Atriplex",2818384,"Atriplex retusa"
3703,"Armoracia",3704,"Armoracia rusticana"
3705,"Brassica",3707,"Brassica juncea"
3705,"Brassica",3708,"Brassica napus"
3705,"Brassica",3710,"Brassica nigra"
3705,"Brassica",3711,"Brassica rapa"
3705,"Brassica",3712,"Brassica oleracea"
3705,"Brassica",37661,"Brassica tournefortii"
3705,"Brassica",52824,"Brassica carinata"
3705,"Brassica",69181,"Brassica cretica"
3705,"Brassica",69182,"Brassica hilarionis"
3705,"Brassica",69183,"Brassica insularis"
3705,"Brassica",69184,"Brassica macrocarpa"
3705,"Brassica",69185,"Brassica montana"
3705,"Brassica",69186,"Brassica rupestris"
3705,"Brassica",69187,"Brassica villosa"
3705,"Brassica",87089,"Brassica balearica"
3705,"Brassica",129365,"Brassica incana"
3705,"Brassica",180530,"Brassica barrelieri"
3705,"Brassica",180531,"Brassica deflexa"
3705,"Brassica",180533,"Brassica maurorum"
3705,"Brassica",180534,"Brassica oxyrrhina"
3705,"Brassica",261532,"Brassica aucheri"
3705,"Brassica",261533,"Brassica spinescens"
3705,"Brassica",264906,"Brassica drepanensis"
3705,"Brassica",308263,"Brassica elongata"
3705,"Brassica",308264,"Brassica fruticulosa"
3705,"Brassica",308265,"Brassica gravinae"
3705,"Brassica",308266,"Brassica procumbens"
3705,"Brassica",308267,"Brassica repanda"
3705,"Brassica",361226,"Brassica souliei"
3705,"Brassica",396321,"Brassica juncea x Brassica napus"
3705,"Brassica",442485,"Brassica oleracea x Brassica rapa subsp. pekinensis"
3705,"Brassica",660053,"Brassica desnottesii"
3705,"Brassica",913332,"Brassica napus x Brassica rapa"
3705,"Brassica",1324865,"Brassica carinata x Brassica rapa"
3705,"Brassica",1520936,"Brassica bourgeaui"
3705,"Brassica",1550246,"Brassica rapa x Brassica nigra"
3705,"Brassica",1569591,"Brassica carinata x Brassica napus"
3705,"Brassica",1749404,"Brassica hybrid cultivar"
3705,"Brassica",1840726,"Brassica juncea x Brassica oleracea"
3705,"Brassica",1897650,"Brassica juncea x Brassica oxyrrhina"
3705,"Brassica",2508038,"unclassified Brassica"
3707,"Brassica juncea",323352,"Brassica juncea var. tumida"
3707,"Brassica juncea",323353,"Brassica juncea var. multiceps"
3707,"Brassica juncea",366462,"Brassica juncea subsp. napiformis"
3707,"Brassica juncea",366463,"Brassica juncea var. crassicaulis"
3707,"Brassica juncea",366466,"Brassica juncea var. multisecta"
3707,"Brassica juncea",366467,"Brassica juncea var. utilis"
3707,"Brassica juncea",366468,"Brassica juncea var. gracilis"
3707,"Brassica juncea",660054,"Brassica juncea var. gemmifera"
3707,"Brassica juncea",660055,"Brassica juncea var. juncea"
3707,"Brassica juncea",1652989,"Brassica juncea var. linearifolia"
3707,"Brassica juncea",1652990,"Brassica juncea var. longipetiolatus"
3707,"Brassica juncea",1652996,"Brassica juncea var. involutus"
3707,"Brassica juncea",1653188,"Brassica juncea var. leucanthus"
3707,"Brassica juncea",1653189,"Brassica juncea var. latipa"
3707,"Brassica juncea",1940530,"Brassica juncea subsp. integrifolia"
3708,"Brassica napus",3709,"Brassica napus subsp. rapifera"
3708,"Brassica napus",138011,"Brassica napus var. napus"
3708,"Brassica napus",2070381,"Brassica napus var. pabularia"
3710,"Brassica nigra",492283,"Brassica nigra var. abyssinica"
3710,"Brassica nigra",2777171,"Brassica nigra var. bracteolata"
3710,"Brassica nigra",2777172,"Brassica nigra var. nigra"
3711,"Brassica rapa",51350,"Brassica rapa subsp. rapa"
3711,"Brassica rapa",51351,"Brassica rapa subsp. pekinensis"
3711,"Brassica rapa",93385,"Brassica rapa subsp. chinensis"
3711,"Brassica rapa",145471,"Brassica rapa subsp. oleifera"
3711,"Brassica rapa",267281,"Brassica rapa subsp. narinosa"
3711,"Brassica rapa",333344,"Brassica rapa subsp. nipposinica"
3711,"Brassica rapa",1813535,"Brassica rapa subsp. dichotoma"
3711,"Brassica rapa",1813537,"Brassica rapa subsp. trilocularis"
3712,"Brassica oleracea",3713,"Brassica oleracea var. viridis"
3712,"Brassica oleracea",3714,"Brassica oleracea var. alboglabra"
3712,"Brassica oleracea",3715,"Brassica oleracea var. botrytis"
3712,"Brassica oleracea",3716,"Brassica oleracea var. capitata"
3712,"Brassica oleracea",36774,"Brassica oleracea var. italica"
3712,"Brassica oleracea",109376,"Brassica oleracea var. oleracea"
3712,"Brassica oleracea",109379,"Brassica oleracea var. gongylodes"
3712,"Brassica oleracea",178614,"Brassica oleracea var. ramosa"
3712,"Brassica oleracea",178615,"Brassica oleracea var. medullosa"
3712,"Brassica oleracea",178616,"Brassica oleracea var. gemmifera"
3712,"Brassica oleracea",416546,"Brassica oleracea var. costata"
3712,"Brassica oleracea",1216010,"Brassica oleracea var. sabauda"
3712,"Brassica oleracea",1440582,"Brassica oleracea var. albiflora"
3712,"Brassica oleracea",1652991,"Brassica oleracea var. napobrassica"
3712,"Brassica oleracea",2070382,"Brassica oleracea var. palmifolia"
3712,"Brassica oleracea",2650123,"Brassica oleracea var. sabellica"
3720,"Crambe",70124,"Crambe hispanica"
3720,"Crambe",71325,"Crambe aculeolata"
3720,"Crambe",71326,"Crambe amabilis"
3720,"Crambe",71327,"Crambe aspera"
3720,"Crambe",71328,"Crambe cordifolia"
3720,"Crambe",71329,"Crambe edentula"
3720,"Crambe",71330,"Crambe filiformis"
3720,"Crambe",71331,"Crambe gibberosa"
3720,"Crambe",71332,"Crambe glabrata"
3720,"Crambe",71333,"Crambe gomerae"
3720,"Crambe",71334,"Crambe gordjaginii"
3720,"Crambe",71335,"Crambe juncea"
3720,"Crambe",71336,"Crambe koktebelica"
3720,"Crambe",71337,"Crambe kotschyana"
3720,"Crambe",71338,"Crambe kralikii"
3720,"Crambe",71339,"Crambe maritima"
3720,"Crambe",71340,"Crambe orientalis"
3720,"Crambe",71341,"Crambe persica"
3720,"Crambe",71342,"Crambe pinnatifida"
3720,"Crambe",71343,"Crambe pontica"
3720,"Crambe",71344,"Crambe schugnana"
3720,"Crambe",71345,"Crambe sventenii"
3720,"Crambe",71346,"Crambe tatarica"
3720,"Crambe",71390,"Crambe kilimandscharica"
3720,"Crambe",71391,"Crambe grossheimii"
3720,"Crambe",71392,"Crambe santosii"
3720,"Crambe",196284,"Crambe arborea"
3720,"Crambe",196285,"Crambe feuilleei"
3720,"Crambe",196286,"Crambe fruticosa"
3720,"Crambe",196288,"Crambe laevigata"
3720,"Crambe",196289,"Crambe microcarpa"
3720,"Crambe",196290,"Crambe pritzelii"
3720,"Crambe",196291,"Crambe scaberrima"
3720,"Crambe",196292,"Crambe scoparia"
3720,"Crambe",196293,"Crambe strigosa"
3720,"Crambe",196294,"Crambe tamadabensis"
3720,"Crambe",196295,"Crambe wildpretii"
3725,"Raphanus",3726,"Raphanus sativus"
3725,"Raphanus",109996,"Raphanus raphanistrum"
3725,"Raphanus",1028570,"Raphanus raphanistrum x Raphanus sativus"
3725,"Raphanus",2620790,"unclassified Raphanus"
3726,"Raphanus sativus",41679,"Raphanus sativus var. niger"
3726,"Raphanus sativus",240228,"Raphanus sativus var. sativus"
3726,"Raphanus sativus",282304,"Raphanus sativus var. raphanistroides"
3726,"Raphanus sativus",459856,"Raphanus sativus var. caudatus"
3726,"Raphanus sativus",463157,"Raphanus sativus var. oleiformis"
3727,"Sinapis",3728,"Sinapis alba"
3727,"Sinapis",29728,"Sinapis arvensis"
3727,"Sinapis",56477,"Sinapis pubescens"
3727,"Sinapis",261531,"Sinapis flexuosa"
3731,"Diplotaxis",3732,"Diplotaxis erucoides"
3731,"Diplotaxis",180535,"Diplotaxis siifolia"
3731,"Diplotaxis",230966,"Diplotaxis catholica"
3731,"Diplotaxis",264415,"Diplotaxis cretacea"
3731,"Diplotaxis",264416,"Diplotaxis tenuifolia"
3731,"Diplotaxis",308277,"Diplotaxis assurgens"
3731,"Diplotaxis",308278,"Diplotaxis berthautii"
3731,"Diplotaxis",308279,"Diplotaxis brachycarpa"
3731,"Diplotaxis",308280,"Diplotaxis cossoniana"
3731,"Diplotaxis",308281,"Diplotaxis harra"
3731,"Diplotaxis",308282,"Diplotaxis ibicensis"
3731,"Diplotaxis",308283,"Diplotaxis siettiana"
3731,"Diplotaxis",308284,"Diplotaxis viminea"
3731,"Diplotaxis",308285,"Diplotaxis virgata"
3731,"Diplotaxis",360583,"Diplotaxis muralis"
3731,"Diplotaxis",402655,"Diplotaxis antoniensis"
3731,"Diplotaxis",402656,"Diplotaxis brevisiliqua"
3731,"Diplotaxis",402657,"Diplotaxis glauca"
3731,"Diplotaxis",402658,"Diplotaxis gorgadensis"
3731,"Diplotaxis",402661,"Diplotaxis gracilis"
3731,"Diplotaxis",402662,"Diplotaxis griffithii"
3731,"Diplotaxis",402664,"Diplotaxis hirta"
3731,"Diplotaxis",402665,"Diplotaxis ilorcitana"
3731,"Diplotaxis",402667,"Diplotaxis simplex"
3731,"Diplotaxis",402668,"Diplotaxis sundingii"
3731,"Diplotaxis",402670,"Diplotaxis tenuisiliqua"
3731,"Diplotaxis",402671,"Diplotaxis varia"
3731,"Diplotaxis",402673,"Diplotaxis vogelii"
3731,"Diplotaxis",402674,"Diplotaxis acris"
3731,"Diplotaxis",2677274,"unclassified Diplotaxis"
3731,"Diplotaxis",2792257,"Diplotaxis gomez-campoi"
3747,"Fragaria x ananassa",674470,"Fragaria x ananassa subsp. ananassa"
3747,"Fragaria x ananassa",674471,"Fragaria x ananassa subsp. cuneifolia"
3750,"Malus domestica",1457994,"Malus domestica subsp. chinensis"
3822,"Canavalia",3823,"Canavalia ensiformis"
3822,"Canavalia",3824,"Canavalia gladiata"
3822,"Canavalia",3825,"Canavalia rosea"
3822,"Canavalia",28957,"Canavalia lineata"
3822,"Canavalia",28958,"Canavalia cathartica"
3822,"Canavalia",61861,"Canavalia brasiliensis"
3822,"Canavalia",192414,"Canavalia bonariensis"
3822,"Canavalia",232300,"Canavalia boliviana"
3822,"Canavalia",232301,"Canavalia grandiflora"
3822,"Canavalia",859268,"Canavalia mollis"
3822,"Canavalia",1048244,"Canavalia sericea"
3822,"Canavalia",1048246,"Canavalia hawaiiensis"
3822,"Canavalia",1048247,"Canavalia kauaiensis"
3822,"Canavalia",1048248,"Canavalia molokaiensis"
3822,"Canavalia",1048249,"Canavalia galeata"
3822,"Canavalia",1048251,"Canavalia pubescens"
3822,"Canavalia",1048252,"Canavalia napaliensis"
3822,"Canavalia",1048253,"Canavalia hirsutissima"
3822,"Canavalia",1048255,"Canavalia villosa"
3822,"Canavalia",1048257,"Canavalia parviflora"
3822,"Canavalia",1382002,"Canavalia papuana"
3822,"Canavalia",1457445,"Canavalia bicarinata"
3822,"Canavalia",1457446,"Canavalia dictyota"
3822,"Canavalia",1457447,"Canavalia eurycarpa"
3822,"Canavalia",1457448,"Canavalia mattogrossensis"
3822,"Canavalia",1457449,"Canavalia picta"
3822,"Canavalia",1457450,"Canavalia piperi"
3822,"Canavalia",1820349,"Canavalia acuminata"
3822,"Canavalia",1820350,"Canavalia africana"
3822,"Canavalia",1820351,"Canavalia albiflora"
3822,"Canavalia",1820352,"Canavalia altipendula"
3822,"Canavalia",1820353,"Canavalia beniensis"
3822,"Canavalia",1820354,"Canavalia campylocarpa"
3822,"Canavalia",1820355,"Canavalia cassidea"
3822,"Canavalia",1820356,"Canavalia concinna"
3822,"Canavalia",1820357,"Canavalia dolichothyrsa"
3822,"Canavalia",1820358,"Canavalia dura"
3822,"Canavalia",1820359,"Canavalia favieri"
3822,"Canavalia",1820360,"Canavalia glabra"
3822,"Canavalia",1820361,"Canavalia gladiolata"
3822,"Canavalia",1820362,"Canavalia lenta"
3822,"Canavalia",1820363,"Canavalia macropleura"
3822,"Canavalia",1820364,"Canavalia madagascariensis"
3822,"Canavalia",1820365,"Canavalia matudae"
3822,"Canavalia",1820366,"Canavalia megalantha"
3822,"Canavalia",1820367,"Canavalia nitida"
3822,"Canavalia",1820368,"Canavalia obidensis"
3822,"Canavalia",1820369,"Canavalia oxyphylla"
3822,"Canavalia",1820370,"Canavalia palmeri"
3822,"Canavalia",1820371,"Canavalia plagiosperma"
3822,"Canavalia",1820372,"Canavalia reflexiflora"
3822,"Canavalia",1820373,"Canavalia rupicola"
3822,"Canavalia",1820374,"Canavalia septentrionalis"
3822,"Canavalia",1820380,"Canavalia vitiensis"
3822,"Canavalia",1820381,"Canavalia wurdackii"
3822,"Canavalia",2649319,"unclassified Canavalia"
3853,"Lathyrus",3854,"Lathyrus aphaca"
3853,"Lathyrus",3855,"Lathyrus clymenum"
3853,"Lathyrus",3856,"Lathyrus cicera"
